genes,num_genes,mse
"bambi,lrrc37a2,fyn,aifm2",4,7.883064946021128
"bambi,lrrc37a2,fyn,mstn",4,7.8950204392746945
"bambi,lrrc37a2,fyn,sfmbt1",4,7.961539090156022
"bambi,lrrc37a2,fyn,pfn2",4,7.894464517851357
"bambi,lrrc37a2,tmt1a,aifm2",4,7.826865816679047
"bambi,lrrc37a2,tmt1a,mstn",4,7.89843386155489
"bambi,lrrc37a2,tmt1a,sfmbt1",4,7.8400322682584624
"bambi,lrrc37a2,tmt1a,pfn2",4,7.9047021829170845
"bambi,lrrc37a2,aifm2,mstn",4,7.904665437808951
"bambi,lrrc37a2,aifm2,sfmbt1",4,7.82345020738383
"bambi,lrrc37a2,aifm2,pfn2",4,7.871337532996481
"bambi,lrrc37a2,mstn,sfmbt1",4,7.85323029065114
"bambi,lrrc37a2,mstn,pfn2",4,7.9506888012444685
"bambi,lrrc37a2,sfmbt1,pfn2",4,7.866379907560326
"bambi,fyn,tmt1a,aifm2",4,7.8258373556363106
"bambi,fyn,tmt1a,mstn",4,7.864483197419556
"bambi,fyn,tmt1a,sfmbt1",4,7.930150062672844
"bambi,fyn,tmt1a,pfn2",4,7.875592478690712
"bambi,fyn,aifm2,mstn",4,7.902236348656917
"bambi,fyn,aifm2,sfmbt1",4,7.939986003822657
"bambi,fyn,aifm2,pfn2",4,7.88722293053974
"bambi,fyn,mstn,sfmbt1",4,7.946638792146571
"bambi,fyn,mstn,pfn2",4,7.933319439034607
"bambi,fyn,sfmbt1,pfn2",4,7.966457348342442
"bambi,tmt1a,aifm2,mstn",4,7.951148287585622
"bambi,tmt1a,aifm2,sfmbt1",4,7.826832091171309
"bambi,tmt1a,aifm2,pfn2",4,7.91549999845897
"bambi,tmt1a,mstn,sfmbt1",4,7.911104814878256
"bambi,tmt1a,mstn,pfn2",4,7.998556110262046
"bambi,tmt1a,sfmbt1,pfn2",4,7.91254541307136
"bambi,aifm2,mstn,sfmbt1",4,7.904553309474379
"bambi,aifm2,mstn,pfn2",4,8.010227922267962
"bambi,aifm2,sfmbt1,pfn2",4,7.860211844404951
"bambi,mstn,sfmbt1,pfn2",4,7.950014244261438
"lrrc37a2,fyn,tmt1a,aifm2",4,7.9136869921217325
"lrrc37a2,fyn,tmt1a,mstn",4,7.858474226971232
"lrrc37a2,fyn,tmt1a,sfmbt1",4,8.01823422546678
"lrrc37a2,fyn,tmt1a,pfn2",4,7.952749135623085
"lrrc37a2,fyn,aifm2,mstn",4,7.888152311213259
"lrrc37a2,fyn,aifm2,sfmbt1",4,8.012576800056642
"lrrc37a2,fyn,aifm2,pfn2",4,7.955010491573523
"lrrc37a2,fyn,mstn,sfmbt1",4,7.9173029451504355
"lrrc37a2,fyn,mstn,pfn2",4,7.925859658762045
"lrrc37a2,fyn,sfmbt1,pfn2",4,8.027095711957358
"lrrc37a2,tmt1a,aifm2,mstn",4,7.910829484226504
"lrrc37a2,tmt1a,aifm2,sfmbt1",4,7.865491611979062
"lrrc37a2,tmt1a,aifm2,pfn2",4,7.947072466896049
"lrrc37a2,tmt1a,mstn,sfmbt1",4,7.863809221229329
"lrrc37a2,tmt1a,mstn,pfn2",4,7.957651610487741
"lrrc37a2,tmt1a,sfmbt1,pfn2",4,7.947357512869282
"lrrc37a2,aifm2,mstn,sfmbt1",4,7.86592893629406
"lrrc37a2,aifm2,mstn,pfn2",4,7.950403991834977
"lrrc37a2,aifm2,sfmbt1,pfn2",4,7.882425657424669
"lrrc37a2,mstn,sfmbt1,pfn2",4,7.903840403173632
